id,gameboard
61,"nil,nil,nil,3,nil,9,nil,7,nil,8,nil,nil,4,nil,nil,nil,nil,nil,1,nil,nil,nil,nil,nil,nil,nil,nil,2,nil,nil,5,nil,nil,6,nil,nil,nil,3,nil,nil,nil,nil,nil,4,nil,nil,nil,nil,nil,1,nil,nil,nil,nil,5,nil,nil,nil,nil,nil,8,nil,nil,nil,nil,nil,nil,2,nil,1,nil,nil,nil,nil,nil,7,nil,nil,nil,nil,9,"
62,"nil,5,nil,1,nil,8,nil,7,nil,4,nil,nil,3,nil,nil,nil,nil,nil,2,nil,nil,nil,nil,nil,nil,nil,nil,nil,1,nil,7,nil,nil,nil,8,nil,9,nil,nil,nil,nil,nil,4,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,3,nil,nil,nil,nil,nil,1,nil,nil,nil,nil,nil,4,nil,2,nil,nil,nil,nil,nil,nil,5,nil,6,nil,nil,"
63,"nil,nil,nil,nil,nil,1,nil,nil,8,nil,9,nil,nil,nil,nil,3,nil,nil,2,nil,nil,nil,nil,nil,nil,nil,nil,5,nil,nil,nil,nil,nil,nil,8,4,nil,7,nil,6,3,nil,nil,nil,nil,nil,nil,nil,9,nil,nil,nil,nil,nil,1,nil,4,nil,nil,nil,nil,5,nil,nil,nil,nil,nil,7,nil,6,nil,nil,nil,nil,nil,2,nil,nil,nil,nil,nil,"
64,"8,5,nil,nil,nil,nil,nil,7,nil,nil,nil,nil,nil,4,1,nil,nil,nil,3,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,1,nil,nil,nil,4,nil,6,nil,7,nil,5,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,2,nil,nil,7,4,2,nil,6,nil,nil,nil,nil,nil,nil,nil,8,nil,nil,nil,3,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,"
65,"nil,nil,3,nil,nil,nil,6,7,nil,5,nil,nil,nil,nil,nil,3,nil,nil,nil,4,nil,nil,nil,nil,nil,nil,nil,6,nil,nil,3,nil,nil,nil,nil,nil,nil,8,nil,nil,nil,nil,nil,nil,4,nil,nil,nil,7,nil,nil,nil,nil,1,2,nil,nil,nil,nil,nil,nil,5,nil,nil,nil,nil,nil,9,8,nil,nil,nil,nil,nil,nil,nil,4,1,nil,nil,nil,"
66,"nil,4,nil,3,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,7,8,nil,nil,nil,nil,nil,nil,nil,5,nil,7,nil,nil,6,5,nil,nil,nil,nil,5,nil,nil,nil,9,nil,nil,nil,nil,nil,1,nil,nil,nil,nil,2,nil,nil,nil,nil,nil,1,nil,4,3,nil,nil,8,nil,nil,nil,nil,nil,nil,nil,6,nil,nil,nil,2,nil,nil,nil,nil,nil,"
67,"nil,nil,nil,nil,3,nil,nil,nil,2,7,nil,nil,4,nil,nil,nil,nil,nil,nil,3,nil,nil,nil,nil,nil,9,nil,nil,6,nil,nil,2,nil,nil,nil,nil,8,nil,nil,nil,nil,nil,7,nil,nil,nil,nil,nil,nil,nil,nil,1,nil,nil,4,nil,nil,7,nil,1,nil,nil,nil,nil,nil,nil,6,nil,nil,nil,3,5,nil,nil,nil,nil,nil,8,nil,nil,nil,"
68,"4,nil,3,nil,nil,nil,nil,nil,2,nil,nil,nil,6,nil,1,nil,nil,nil,8,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,5,nil,nil,7,9,nil,2,nil,nil,nil,3,nil,nil,nil,nil,nil,7,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,8,4,nil,nil,nil,nil,nil,9,nil,nil,nil,nil,6,nil,nil,nil,1,nil,nil,nil,nil,nil,5,nil,"
69,"3,nil,nil,8,nil,1,nil,nil,nil,nil,5,nil,nil,nil,nil,6,nil,9,nil,nil,nil,nil,nil,nil,4,nil,nil,5,nil,nil,7,nil,nil,nil,8,nil,nil,4,nil,nil,6,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,2,nil,2,nil,nil,3,nil,nil,nil,nil,nil,nil,nil,nil,nil,9,nil,1,nil,nil,nil,nil,7,nil,nil,nil,nil,nil,nil,"
70,"4,nil,3,nil,nil,nil,nil,nil,2,nil,nil,nil,6,nil,1,nil,nil,nil,8,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,5,nil,nil,9,7,nil,2,nil,nil,nil,3,nil,nil,nil,nil,nil,7,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,8,4,nil,nil,nil,nil,nil,9,nil,nil,nil,nil,6,nil,nil,nil,1,nil,nil,nil,nil,nil,5,nil,"
71,"4,nil,1,nil,6,nil,nil,nil,nil,3,nil,nil,nil,nil,nil,2,nil,nil,nil,nil,nil,nil,nil,nil,8,nil,nil,1,5,nil,2,nil,nil,nil,nil,nil,6,nil,nil,nil,nil,nil,nil,1,nil,nil,nil,nil,9,nil,nil,nil,nil,nil,nil,2,nil,7,nil,8,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,4,3,nil,7,nil,nil,nil,nil,nil,nil,nil,"
72,"2,6,nil,7,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,4,nil,1,5,nil,nil,nil,nil,nil,nil,nil,nil,8,3,9,nil,nil,nil,nil,nil,nil,nil,nil,nil,5,nil,nil,nil,6,nil,nil,nil,nil,1,nil,nil,nil,nil,nil,nil,7,nil,nil,nil,nil,nil,2,nil,nil,nil,nil,nil,4,9,nil,nil,nil,nil,nil,nil,nil,3,nil,8,nil,nil,"
73,"4,2,nil,nil,nil,nil,nil,3,6,nil,nil,nil,nil,3,nil,8,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,7,nil,8,nil,1,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,5,4,nil,nil,3,nil,nil,nil,nil,nil,nil,nil,5,nil,4,nil,6,nil,nil,nil,1,nil,nil,nil,nil,nil,7,nil,nil,nil,nil,nil,2,nil,nil,nil,nil,nil,"
74,"nil,nil,nil,6,nil,3,7,nil,nil,nil,5,1,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,2,nil,nil,nil,nil,nil,nil,nil,1,nil,nil,8,4,6,nil,nil,7,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,5,nil,1,4,nil,5,8,nil,nil,nil,nil,3,nil,nil,nil,nil,nil,2,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,"
75,"nil,6,nil,nil,7,nil,nil,nil,nil,nil,nil,nil,8,nil,nil,nil,2,nil,nil,1,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,6,nil,5,4,nil,nil,3,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,7,nil,nil,2,nil,nil,nil,6,nil,nil,4,nil,8,nil,3,1,nil,nil,nil,nil,nil,nil,nil,nil,nil,5,nil,1,nil,nil,"
76,"nil,nil,1,nil,nil,nil,nil,nil,8,nil,nil,nil,9,nil,nil,2,nil,nil,nil,nil,nil,nil,nil,3,nil,nil,nil,nil,nil,nil,nil,1,5,nil,4,nil,nil,6,nil,nil,nil,nil,7,nil,nil,3,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,4,nil,nil,8,5,7,2,nil,6,nil,nil,nil,nil,nil,9,nil,nil,nil,nil,nil,nil,nil,nil,"
77,"7,nil,nil,nil,nil,nil,4,nil,nil,nil,2,nil,nil,7,nil,nil,8,nil,nil,nil,3,nil,nil,8,nil,nil,9,nil,nil,nil,5,nil,nil,3,nil,nil,nil,6,nil,nil,2,nil,nil,9,nil,nil,nil,1,nil,nil,7,nil,nil,6,nil,nil,nil,3,nil,nil,9,nil,nil,nil,3,nil,nil,4,nil,nil,6,nil,nil,nil,9,nil,nil,1,nil,nil,5,"
78,"5,nil,6,nil,nil,nil,3,nil,nil,nil,nil,nil,8,nil,1,nil,nil,nil,2,nil,nil,nil,nil,nil,nil,nil,nil,nil,9,nil,nil,6,nil,7,nil,nil,nil,4,nil,7,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,2,nil,nil,nil,nil,nil,1,nil,nil,nil,4,9,3,nil,nil,nil,5,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,8,nil,"
79,"3,nil,7,nil,nil,4,nil,2,nil,nil,nil,nil,1,nil,nil,5,nil,nil,9,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,3,nil,nil,9,nil,nil,5,nil,8,nil,nil,nil,nil,nil,nil,4,nil,6,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,8,nil,1,2,nil,nil,nil,7,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,6,nil,nil,"
80,"nil,nil,nil,6,nil,nil,1,nil,nil,nil,nil,nil,2,nil,nil,nil,4,nil,nil,5,9,nil,nil,nil,nil,nil,nil,6,nil,nil,nil,nil,nil,nil,nil,4,7,nil,nil,nil,nil,9,nil,nil,nil,nil,nil,nil,nil,5,nil,nil,8,nil,nil,nil,nil,1,nil,nil,7,nil,6,nil,8,2,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,3,nil,nil,"
81,"2,nil,nil,nil,6,nil,nil,nil,8,nil,7,4,3,nil,nil,nil,nil,nil,nil,nil,nil,nil,2,nil,nil,nil,nil,6,2,nil,nil,nil,nil,nil,nil,1,nil,nil,nil,4,nil,nil,5,nil,nil,8,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,5,nil,nil,3,4,nil,nil,nil,nil,nil,nil,1,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,7,nil,"
82,"nil,nil,nil,nil,nil,nil,nil,9,2,nil,3,7,nil,nil,nil,nil,nil,nil,nil,4,nil,nil,nil,nil,nil,nil,nil,8,nil,nil,nil,6,nil,1,nil,nil,nil,nil,nil,nil,nil,4,3,nil,nil,nil,nil,nil,nil,nil,9,nil,nil,nil,2,nil,nil,nil,5,nil,nil,nil,6,nil,nil,nil,1,nil,nil,7,4,nil,nil,nil,nil,8,nil,nil,nil,nil,nil,"
83,"7,nil,nil,nil,nil,nil,4,8,nil,nil,nil,nil,6,nil,1,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,2,nil,nil,nil,nil,3,nil,nil,6,nil,5,2,nil,nil,nil,8,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,6,3,nil,nil,nil,nil,nil,1,nil,5,nil,1,nil,nil,nil,nil,nil,nil,nil,nil,nil,4,nil,7,nil,nil,"
84,"5,6,nil,nil,2,nil,nil,nil,nil,nil,nil,3,nil,nil,nil,9,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,7,nil,nil,5,6,1,nil,nil,nil,nil,nil,nil,2,nil,nil,nil,8,4,nil,nil,nil,nil,nil,nil,nil,nil,3,nil,8,4,nil,nil,7,1,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,9,nil,nil,nil,nil,nil,"
85,"nil,nil,nil,nil,nil,nil,4,1,nil,9,nil,nil,3,nil,nil,nil,nil,nil,3,nil,nil,nil,2,nil,nil,nil,nil,nil,4,8,nil,nil,7,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,6,2,nil,1,nil,nil,nil,nil,nil,nil,nil,5,nil,nil,2,nil,nil,nil,nil,6,nil,7,nil,nil,nil,nil,8,nil,nil,nil,nil,nil,nil,9,nil,nil,nil,nil,"
86,"nil,nil,nil,6,nil,3,7,nil,nil,nil,5,1,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,2,nil,nil,nil,nil,nil,nil,nil,1,nil,nil,5,4,6,nil,nil,7,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,8,nil,1,4,nil,5,8,nil,nil,nil,nil,3,nil,nil,nil,nil,nil,2,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,"
87,"3,nil,nil,4,nil,1,nil,nil,nil,nil,9,nil,nil,nil,nil,7,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,6,nil,4,1,nil,nil,nil,nil,nil,nil,nil,nil,nil,7,nil,2,nil,9,nil,nil,nil,nil,nil,nil,5,nil,nil,nil,nil,nil,nil,3,nil,nil,8,nil,5,2,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,8,nil,nil,nil,6,nil,"
88,"7,nil,nil,nil,3,nil,nil,nil,nil,nil,nil,nil,nil,5,nil,6,nil,nil,nil,nil,4,nil,nil,nil,nil,9,nil,2,nil,nil,nil,nil,nil,7,nil,1,nil,nil,nil,9,nil,8,nil,nil,nil,nil,nil,nil,4,nil,nil,nil,nil,nil,5,3,nil,nil,nil,nil,2,nil,nil,nil,nil,nil,1,nil,nil,nil,8,nil,nil,6,nil,nil,nil,nil,nil,nil,nil,"
89,"nil,nil,nil,3,nil,nil,5,nil,nil,nil,5,nil,nil,1,nil,nil,3,nil,nil,nil,7,nil,nil,4,nil,nil,1,2,nil,nil,nil,nil,nil,4,nil,nil,nil,6,nil,nil,9,nil,nil,nil,nil,nil,nil,1,nil,nil,6,nil,nil,2,8,nil,nil,7,nil,nil,2,nil,nil,nil,9,nil,nil,8,nil,nil,5,nil,nil,nil,5,nil,nil,9,nil,nil,7,"
90,"6,nil,nil,nil,nil,nil,7,nil,5,nil,3,nil,8,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,5,2,nil,3,nil,8,nil,1,nil,9,nil,nil,nil,nil,nil,nil,nil,nil,nil,4,nil,nil,nil,nil,nil,4,2,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,9,nil,1,nil,nil,nil,nil,nil,nil,7,nil,6,nil,nil,"
91,"nil,nil,nil,nil,nil,nil,4,1,nil,9,nil,nil,3,nil,nil,nil,nil,nil,3,nil,nil,nil,5,nil,nil,nil,nil,nil,4,8,nil,nil,7,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,5,2,nil,1,nil,nil,nil,nil,nil,nil,nil,6,nil,nil,2,nil,nil,nil,nil,5,nil,7,nil,nil,nil,nil,8,nil,nil,nil,nil,nil,nil,3,nil,nil,nil,nil,"
92,"nil,nil,nil,6,nil,nil,9,nil,2,3,nil,8,7,nil,nil,nil,nil,nil,4,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,9,5,nil,nil,1,7,nil,nil,nil,nil,nil,nil,8,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,2,nil,nil,6,nil,5,nil,nil,nil,nil,nil,4,nil,nil,nil,3,nil,nil,1,nil,nil,nil,nil,nil,nil,nil,"
93,"1,nil,3,7,nil,nil,nil,nil,5,nil,nil,nil,6,nil,4,nil,nil,nil,8,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,8,1,nil,nil,nil,nil,nil,9,nil,nil,nil,nil,7,nil,nil,nil,6,nil,nil,nil,nil,nil,9,nil,nil,2,nil,nil,nil,nil,4,nil,nil,5,nil,nil,nil,3,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,2,nil,"
94,"nil,4,nil,7,nil,nil,nil,6,nil,nil,nil,3,9,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,5,7,nil,nil,nil,nil,nil,nil,nil,3,nil,2,nil,nil,nil,8,nil,nil,nil,nil,nil,1,9,nil,nil,nil,5,7,nil,6,nil,nil,nil,4,nil,nil,nil,nil,nil,5,nil,1,nil,nil,nil,nil,nil,nil,2,nil,nil,nil,6,nil,8,4,"
95,"2,6,nil,7,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,4,nil,1,5,nil,nil,nil,nil,nil,nil,nil,nil,8,3,9,nil,nil,nil,nil,nil,nil,nil,nil,nil,5,nil,nil,nil,6,nil,nil,nil,nil,1,nil,nil,nil,nil,nil,nil,7,nil,nil,nil,nil,nil,2,nil,nil,nil,nil,nil,4,3,nil,nil,nil,nil,nil,nil,nil,9,nil,8,nil,nil,"
96,"4,nil,2,1,nil,nil,nil,nil,nil,nil,5,nil,nil,nil,nil,nil,7,8,nil,nil,nil,3,nil,nil,nil,nil,nil,nil,7,nil,nil,5,nil,nil,nil,6,nil,nil,nil,nil,nil,nil,1,nil,nil,nil,nil,nil,4,nil,nil,nil,nil,nil,nil,nil,nil,nil,6,7,nil,5,nil,2,nil,nil,nil,nil,nil,4,nil,nil,3,nil,nil,nil,nil,nil,nil,nil,nil,"
97,"3,nil,nil,1,nil,nil,nil,6,nil,nil,nil,1,nil,4,7,nil,nil,nil,nil,nil,nil,nil,5,nil,nil,nil,nil,6,8,nil,3,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,4,nil,1,nil,2,nil,nil,nil,nil,nil,nil,nil,4,nil,5,nil,nil,nil,7,nil,nil,nil,nil,nil,2,nil,nil,nil,8,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,"
98,"6,nil,1,nil,nil,nil,nil,3,nil,nil,nil,nil,8,nil,nil,2,nil,nil,9,nil,nil,nil,nil,nil,nil,nil,nil,nil,4,7,nil,nil,nil,5,nil,nil,nil,nil,nil,nil,7,nil,nil,nil,nil,nil,nil,nil,nil,6,nil,nil,nil,nil,nil,8,nil,5,nil,2,nil,nil,nil,3,nil,nil,nil,nil,nil,nil,nil,1,nil,nil,nil,4,nil,nil,nil,9,nil,"
99,"nil,6,nil,nil,2,nil,nil,nil,1,nil,nil,nil,3,nil,nil,nil,7,nil,nil,1,nil,nil,nil,nil,nil,nil,nil,3,nil,4,9,nil,nil,nil,nil,nil,7,nil,nil,nil,nil,nil,2,nil,nil,nil,nil,nil,nil,nil,nil,5,nil,8,nil,nil,nil,nil,5,8,6,nil,nil,nil,nil,nil,nil,nil,nil,nil,4,nil,9,nil,nil,nil,nil,nil,nil,nil,nil,"
100,"8,nil,5,nil,nil,nil,nil,nil,2,nil,nil,nil,4,nil,1,nil,nil,nil,3,nil,nil,nil,nil,nil,nil,nil,nil,nil,6,nil,7,nil,nil,4,nil,nil,2,nil,nil,nil,5,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,6,nil,nil,nil,nil,3,8,nil,nil,nil,nil,nil,1,nil,nil,nil,nil,9,nil,nil,nil,9,nil,nil,nil,nil,nil,7,nil,"
101,"nil,2,nil,nil,nil,nil,nil,8,nil,nil,nil,nil,nil,4,nil,6,nil,nil,nil,nil,nil,nil,1,nil,nil,nil,nil,nil,3,nil,2,nil,7,4,nil,nil,1,nil,nil,nil,nil,nil,5,nil,nil,nil,nil,nil,8,nil,nil,nil,nil,nil,2,nil,nil,3,nil,nil,nil,7,nil,4,nil,5,nil,nil,nil,nil,nil,nil,6,nil,nil,nil,nil,nil,nil,nil,nil,"
102,"nil,nil,nil,nil,7,nil,nil,4,3,8,nil,nil,nil,nil,nil,5,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,2,nil,nil,5,nil,1,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,6,4,nil,nil,nil,8,nil,nil,nil,nil,nil,nil,3,4,nil,nil,nil,6,nil,nil,nil,nil,nil,2,nil,nil,1,nil,nil,nil,7,nil,nil,6,nil,nil,nil,nil,"
103,"nil,2,nil,3,nil,nil,nil,6,nil,nil,nil,nil,nil,7,nil,5,nil,nil,nil,1,nil,nil,nil,nil,nil,nil,nil,7,nil,8,6,nil,nil,4,nil,nil,nil,nil,nil,9,nil,2,nil,nil,nil,5,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,1,nil,nil,nil,3,9,4,nil,nil,nil,8,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,"
104,"5,nil,3,nil,9,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,7,nil,1,2,nil,nil,nil,nil,nil,nil,nil,nil,4,nil,nil,nil,2,nil,nil,5,nil,nil,1,nil,8,nil,nil,nil,nil,nil,nil,6,nil,7,nil,nil,nil,nil,nil,nil,nil,nil,4,nil,8,6,nil,nil,nil,nil,nil,nil,nil,nil,nil,3,nil,9,nil,nil,nil,nil,nil,nil,nil,nil,"
105,"5,nil,3,nil,9,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,8,nil,1,2,nil,nil,nil,nil,nil,nil,nil,nil,4,nil,nil,nil,2,nil,nil,5,nil,nil,1,nil,8,nil,nil,nil,nil,nil,nil,6,nil,7,nil,nil,nil,nil,nil,nil,nil,nil,4,nil,7,6,nil,nil,nil,nil,nil,nil,nil,nil,nil,3,nil,9,nil,nil,nil,nil,nil,nil,nil,nil,"
106,"nil,2,nil,3,nil,nil,nil,6,nil,nil,nil,nil,nil,7,nil,5,nil,nil,nil,1,nil,nil,nil,nil,nil,nil,nil,7,nil,8,6,nil,nil,4,nil,nil,nil,nil,nil,9,nil,2,nil,nil,nil,5,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,1,nil,nil,nil,9,3,4,nil,nil,nil,8,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,"
107,"nil,nil,nil,nil,nil,nil,3,1,nil,7,nil,nil,5,nil,nil,nil,nil,nil,2,nil,nil,nil,4,nil,nil,nil,nil,nil,3,9,nil,nil,8,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,6,2,nil,1,nil,nil,nil,nil,nil,nil,nil,5,nil,nil,6,nil,nil,nil,nil,7,nil,8,nil,nil,nil,nil,9,nil,nil,nil,nil,nil,nil,5,nil,nil,nil,nil,"
108,"nil,nil,nil,7,nil,nil,nil,nil,6,nil,2,9,nil,nil,nil,nil,nil,nil,nil,1,nil,nil,nil,nil,3,nil,nil,7,nil,nil,5,6,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,2,4,nil,nil,nil,nil,8,nil,nil,nil,nil,nil,4,nil,nil,nil,nil,nil,nil,3,5,nil,nil,nil,nil,9,1,nil,nil,nil,8,nil,nil,nil,nil,nil,nil,nil,nil,"
109,"nil,nil,nil,nil,nil,nil,3,1,nil,6,nil,nil,5,nil,nil,nil,nil,nil,2,nil,nil,nil,4,nil,nil,nil,nil,nil,3,9,nil,nil,8,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,4,2,nil,1,nil,nil,nil,nil,nil,nil,nil,5,nil,nil,6,nil,nil,nil,nil,7,nil,8,nil,nil,nil,nil,9,nil,nil,nil,nil,nil,nil,5,nil,nil,nil,nil,"
110,"nil,nil,nil,nil,nil,nil,1,2,nil,nil,nil,nil,3,nil,nil,6,nil,nil,nil,nil,nil,8,nil,9,nil,nil,nil,nil,nil,nil,nil,2,nil,nil,6,nil,3,nil,8,nil,nil,nil,nil,nil,nil,7,nil,nil,nil,5,nil,nil,nil,nil,nil,1,5,nil,nil,nil,4,nil,nil,nil,nil,nil,7,nil,nil,nil,nil,9,nil,4,nil,nil,nil,nil,nil,nil,nil,"
111,"nil,nil,9,nil,7,nil,nil,nil,nil,nil,nil,nil,nil,4,nil,6,nil,nil,nil,nil,1,nil,nil,nil,nil,8,nil,nil,nil,nil,1,nil,9,nil,3,nil,5,4,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,8,nil,nil,nil,nil,nil,nil,5,nil,nil,nil,nil,7,nil,6,2,nil,nil,3,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,2,nil,nil,"
112,"1,nil,nil,4,6,nil,nil,nil,5,nil,2,nil,nil,nil,nil,7,nil,nil,nil,nil,nil,nil,9,nil,nil,nil,nil,nil,3,nil,7,nil,8,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,9,1,nil,nil,nil,2,nil,nil,nil,nil,nil,nil,nil,nil,3,nil,nil,8,4,nil,6,nil,nil,nil,nil,nil,nil,nil,nil,5,nil,nil,nil,nil,nil,nil,nil,nil,"
113,"5,nil,nil,2,nil,nil,3,nil,nil,nil,nil,nil,nil,8,nil,nil,9,nil,nil,nil,2,nil,nil,4,nil,nil,6,6,nil,nil,1,nil,nil,9,nil,nil,nil,1,nil,nil,nil,nil,nil,4,nil,nil,nil,7,nil,nil,3,nil,nil,8,7,nil,nil,3,nil,nil,4,nil,nil,nil,9,nil,nil,7,nil,nil,2,nil,nil,nil,5,nil,nil,6,nil,nil,9,"
114,"4,nil,9,nil,nil,nil,5,nil,nil,nil,nil,nil,8,nil,nil,nil,nil,2,7,nil,nil,3,nil,nil,nil,nil,nil,nil,nil,nil,nil,4,nil,7,nil,nil,nil,8,nil,nil,nil,nil,nil,6,nil,nil,1,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,6,nil,nil,1,2,nil,5,nil,nil,nil,9,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,3,nil,"
115,"nil,5,nil,nil,7,nil,nil,8,3,nil,nil,4,nil,nil,nil,nil,6,nil,nil,nil,nil,nil,5,nil,nil,nil,nil,8,3,nil,6,nil,nil,nil,nil,nil,nil,nil,nil,9,nil,nil,1,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,5,nil,7,nil,nil,nil,4,nil,nil,nil,nil,nil,3,nil,2,nil,nil,nil,1,nil,nil,nil,nil,nil,nil,nil,nil,"
116,"nil,nil,1,nil,nil,nil,nil,8,nil,nil,nil,nil,2,nil,nil,5,nil,nil,nil,nil,nil,6,nil,nil,nil,nil,nil,nil,nil,nil,nil,4,1,nil,3,nil,6,2,nil,nil,nil,nil,7,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,9,2,7,nil,8,nil,nil,nil,nil,nil,nil,nil,nil,nil,3,nil,nil,nil,4,5,nil,nil,nil,nil,nil,nil,nil,nil,"
117,"nil,8,9,4,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,7,2,nil,3,nil,nil,nil,nil,nil,nil,nil,1,nil,nil,nil,nil,5,nil,6,nil,nil,4,nil,nil,nil,nil,9,nil,nil,nil,nil,nil,nil,1,nil,nil,nil,nil,5,nil,nil,nil,6,nil,nil,nil,7,nil,nil,nil,3,nil,nil,8,nil,nil,2,nil,nil,nil,nil,nil,nil,nil,nil,"
118,"nil,nil,nil,6,nil,nil,9,nil,2,3,nil,8,7,nil,nil,nil,nil,nil,4,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,5,9,nil,nil,1,7,nil,nil,nil,nil,nil,nil,8,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,2,nil,nil,6,nil,5,nil,nil,nil,nil,nil,4,nil,nil,nil,3,nil,nil,1,nil,nil,nil,nil,nil,nil,nil,"
119,"7,nil,nil,6,3,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,8,1,nil,nil,nil,nil,2,nil,nil,nil,nil,6,8,5,nil,nil,1,nil,nil,nil,nil,nil,nil,7,nil,nil,6,nil,nil,nil,4,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,8,nil,4,nil,5,nil,2,nil,nil,nil,nil,nil,3,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,"
120,"6,9,nil,nil,nil,nil,2,nil,nil,nil,nil,nil,7,nil,nil,nil,4,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,7,3,nil,4,nil,nil,nil,5,nil,nil,nil,nil,nil,6,nil,1,nil,nil,nil,8,nil,nil,nil,nil,nil,nil,nil,nil,5,nil,nil,8,3,nil,2,nil,nil,nil,9,nil,nil,nil,nil,nil,nil,nil,nil,1,nil,nil,nil,nil,"
